Time,normalized,interpolated,MGCplus_2,result,ModifiedMGCplus_2
0.0,0.012282037649880092,-0.00758,-0.00782,-1,
0.005,0.012282037649880092,-0.00758,-0.0073599999999999985,-1,
0.01,0.012282037649880092,-0.00758,-0.00719,-1,
0.015,0.012282037649880092,-0.00758,-0.00728,-1,
0.02,0.012282037649880092,-0.00758,-0.0076,-1,
0.025,0.012282037649880092,-0.00758,-0.00758,1,-0.00758
0.03,0.012462037649880093,-0.0074,-0.0074,1,-0.0074
0.035,0.012502037649880095,-0.0073599999999999985,-0.0073599999999999985,1,-0.0073599999999999985
0.04,0.012352037649880094,-0.0075099999999999984,-0.0075099999999999984,1,-0.0075099999999999984
0.045,0.01217203764988009,-0.0076900000000000015,-0.0076900000000000015,1,-0.0076900000000000015
0.05,0.012082037649880095,-0.00778,-0.00778,1,-0.00778
0.055,0.012012037649880094,-0.00785,-0.00785,1,-0.00785
0.06,0.011792037649880092,-0.00807,-0.00807,1,-0.00807
0.065,0.011722037649880092,-0.008140000000000001,-0.008140000000000001,1,-0.008140000000000001
0.07,0.011732037649880091,-0.00813,-0.00813,1,-0.00813
0.075,0.011672037649880092,-0.008190000000000001,-0.008190000000000001,1,-0.008190000000000001
0.08,0.011852037649880092,-0.00801,-0.00801,1,-0.00801
0.085,0.012332037649880095,-0.0075299999999999985,-0.0075299999999999985,1,-0.0075299999999999985
0.09,0.012462037649880093,-0.0074,-0.0074,1,-0.0074
0.095,0.012362037649880094,-0.0075,-0.0075,1,-0.0075
0.1,0.012382037649880093,-0.00748,-0.00748,1,-0.00748
0.105,0.012472037649880093,-0.007390000000000002,-0.007390000000000002,1,-0.007390000000000002
0.11,0.012452037649880095,-0.007409999999999998,-0.007409999999999998,1,-0.007409999999999998
0.115,0.012512037649880094,-0.00735,-0.00735,1,-0.00735
0.12,0.012422037649880093,-0.00744,-0.00744,1,-0.00744
0.125,0.012422037649880093,-0.00744,-0.00744,1,-0.00744
0.13,0.012182037649880094,-0.0076799999999999985,-0.0076799999999999985,1,-0.0076799999999999985
0.135,0.011942037649880092,-0.00792,-0.00792,1,-0.00792
0.14,0.011842037649880092,-0.008020000000000001,-0.008020000000000001,1,-0.008020000000000001
0.145,0.011732037649880091,-0.00813,-0.00813,1,-0.00813
0.15,0.011952037649880095,-0.007909999999999999,-0.007909999999999999,1,-0.007909999999999999
0.155,0.011942037649880092,-0.00792,-0.00792,1,-0.00792
0.16,0.011872037649880093,-0.00799,-0.00799,1,-0.00799
0.165,0.011722037649880092,-0.008140000000000001,-0.008140000000000001,1,-0.008140000000000001
0.17,0.011302037649880092,-0.00856,-0.00856,1,-0.00856
